state_abbr,state_name,variable,date,year,month_num,month_abbr,count,count_est_float,rolling_12mo_count,source_value_type,period,percent_complete,percent_pending_investigation,count_is_estimated,estimation_method
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,141,141.08333333333331,1328.0,data_value,12 month-ending,100,0.360297536029754,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,11,10.75,380.0,data_value,12 month-ending,100,0.0161394448030988,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NJ,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,98,98.41666666666666,1780.0,data_value,12 month-ending,100,0.22014829621426,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,8,8.416666666666666,93.0,data_value,12 month-ending,100,0.142943537302765,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,9,9.0,80.0,data_value,12 month-ending,100,0.0933307408127552,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,138,138.33333333333334,1328.0,data_value,12 month-ending,100,0.520320350196488,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,263,262.6666666666667,2874.0,data_value,12 month-ending,100,0.0120440329845917,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,0,0.0,78.0,data_value,12 month-ending,100,0.027425266149742,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,7,6.75,98.0,data_value,12 month-ending,100,0.0413177611282503,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,21,21.0,224.0,data_value,12 month-ending,100,0.0965437343116432,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,41,40.75,453.0,data_value,12 month-ending,100,0.0669710806697108,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SD,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,1,0.9166666666666665,17.0,data_value,12 month-ending,100,0.0249407656815064,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,71,70.66666666666667,694.0,data_value,12 month-ending,100,0.294625758326526,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,16,16.25,87.0,data_value,12 month-ending,100,0.190365395801385,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,60,59.75,799.0,data_value,12 month-ending,100,0.0206483584555028,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,7,6.75,89.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,23,23.416666666666668,184.0,data_value,12 month-ending,100,0.0844564873139318,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WI,Wisconsin,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,59,58.91666666666667,526.0,data_value,12 month-ending,100,0.180099054479964,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,61,60.66666666666667,584.0,data_value,12 month-ending,100,0.403680875075961,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WY,Wyoming,"Synthetic opioids, excl. methadone (T40.4)",2018-06-01,2018,6,JUN,0,0.0,11.0,data_value,12 month-ending,100,0.0449438202247191,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AK,Alaska,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,1,1.0833333333333335,22.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AZ,Arizona,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,37,36.91666666666667,394.0,data_value,12 month-ending,100,0.179479509422674,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CO,Colorado,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,25,24.833333333333336,126.0,data_value,12 month-ending,100,0.0255852628885762,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,63,62.83333333333333,735.0,data_value,12 month-ending,100,0.0221940393151554,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,14,14.333333333333334,169.0,data_value,12 month-ending,100,0.0484652665589661,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DE,Delaware,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,17,17.0,248.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,36,36.41666666666667,353.0,data_value,12 month-ending,100,0.0773014757554462,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,7,6.666666666666666,93.0,data_value,12 month-ending,100,0.0033129037601457,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,165,165.08333333333331,1605.0,data_value,12 month-ending,100,0.0426922077439953,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
KY,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,56,55.916666666666664,780.0,data_value,12 month-ending,100,0.0187191913309345,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,181,180.75,1861.0,data_value,12 month-ending,100,0.340470984862393,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,144,144.08333333333331,1858.0,data_value,12 month-ending,100,0.0219753875659262,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,24,24.166666666666664,269.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MI,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,128,127.91666666666667,,missing,12 month-ending,100,0.0903954802259887,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MO,Missouri,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,73,73.41666666666667,,missing,12 month-ending,100,0.026012179820669,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,109,109.08333333333333,1335.0,data_value,12 month-ending,100,0.356071171970754,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,52,51.75,391.0,data_value,12 month-ending,100,0.0161368404066484,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NJ,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,116,116.41666666666666,1850.0,data_value,12 month-ending,100,0.222003955706847,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,12,12.416666666666666,96.0,data_value,12 month-ending,100,0.148156277436348,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,4,4.0,80.0,data_value,12 month-ending,100,0.0931460063649771,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,132,132.33333333333334,1332.0,data_value,12 month-ending,100,0.51516204278128,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,278,277.6666666666667,2865.0,data_value,12 month-ending,100,0.0120371707833791,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,1,0.6666666666666679,69.0,data_value,12 month-ending,100,0.0275220176140913,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,7,6.75,94.0,data_value,12 month-ending,100,0.0442111080408953,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,14,14.0,221.0,data_value,12 month-ending,100,0.0963391136801541,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,48,47.75,475.0,data_value,12 month-ending,100,0.0649205737355704,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SD,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,0,0.0,16.0,data_value,12 month-ending,100,0.0247279920870425,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,75,74.66666666666667,730.0,data_value,12 month-ending,100,0.315626170224148,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,9,9.25,91.0,data_value,12 month-ending,100,0.168456517161508,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,75,74.75,801.0,data_value,12 month-ending,100,0.0161881355682771,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,9,8.75,90.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,7,7.416666666666667,188.0,data_value,12 month-ending,100,0.0876040297853701,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WI,Wisconsin,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,45,44.91666666666667,508.0,data_value,12 month-ending,100,0.177663076002394,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,48,47.66666666666667,582.0,data_value,12 month-ending,100,0.394229519559849,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WY,Wyoming,"Synthetic opioids, excl. methadone (T40.4)",2018-07-01,2018,7,JUL,2,2.166666666666667,12.0,data_value,12 month-ending,100,0.0221975582685905,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AK,Alaska,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,0,0.08333333333333348,19.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AZ,Arizona,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,64,63.91666666666667,436.0,data_value,12 month-ending,100,0.162526120269329,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CO,Colorado,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,31,30.833333333333336,125.0,data_value,12 month-ending,100,0.0229089242987324,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,63,62.83333333333333,739.0,data_value,12 month-ending,100,0.0221455914454744,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,16,16.333333333333336,168.0,data_value,12 month-ending,100,0.0321905681635281,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DE,Delaware,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,5,5.0,267.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,31,31.41666666666667,351.0,data_value,12 month-ending,100,0.0689139626696568,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,5,4.666666666666666,91.0,data_value,12 month-ending,100,0.0033015286077453,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,111,111.08333333333333,1598.0,data_value,12 month-ending,100,0.045537763816994,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
KY,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,55,54.916666666666664,786.0,data_value,12 month-ending,100,0.0166023326277342,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,165,164.75,1858.0,data_value,12 month-ending,100,0.279516620359522,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,143,143.08333333333331,1875.0,data_value,12 month-ending,100,0.0259870064967516,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,22,22.166666666666664,271.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MI,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,128,127.91666666666667,,missing,12 month-ending,100,0.0954462883709474,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MO,Missouri,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,73,73.41666666666667,,missing,12 month-ending,100,0.0244166704817714,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,90,90.08333333333331,1290.0,data_value,12 month-ending,100,0.337152278684366,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,32,31.75,388.0,data_value,12 month-ending,100,0.016202203499676,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NJ,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,143,143.41666666666666,1943.0,data_value,12 month-ending,100,0.216194440714382,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,8,8.416666666666666,98.0,data_value,12 month-ending,100,0.142037694618957,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,10,10.0,83.0,data_value,12 month-ending,100,0.0966183574879227,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,120,120.33333333333334,1345.0,data_value,12 month-ending,100,0.514584861885027,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,296,295.6666666666667,2909.0,data_value,12 month-ending,100,0.0128398549096395,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,11,10.666666666666668,69.0,data_value,12 month-ending,100,0.0324723984613079,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,5,4.75,91.0,data_value,12 month-ending,100,0.0386986206705918,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,21,21.0,222.0,data_value,12 month-ending,100,0.0959877135726627,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,37,36.75,461.0,data_value,12 month-ending,100,0.0647956910865427,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SD,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,2,1.9166666666666665,17.0,data_value,12 month-ending,100,0.0247739378174161,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,74,73.66666666666667,762.0,data_value,12 month-ending,100,0.328196918150891,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,9,9.25,92.0,data_value,12 month-ending,100,0.136533109279,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,100,99.75,817.0,data_value,12 month-ending,100,0.0146905436970222,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,3,2.75,91.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,22,22.416666666666668,200.0,data_value,12 month-ending,100,0.107028810050181,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WI,Wisconsin,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,35,34.91666666666667,502.0,data_value,12 month-ending,100,0.173455684870188,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,63,62.66666666666667,596.0,data_value,12 month-ending,100,0.41227270754676,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WY,Wyoming,"Synthetic opioids, excl. methadone (T40.4)",2018-08-01,2018,8,AUG,2,2.166666666666667,13.0,data_value,12 month-ending,100,0.0221680336954112,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AK,Alaska,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,0,0.08333333333333348,16.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AZ,Arizona,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,51,50.91666666666667,465.0,data_value,12 month-ending,100,0.144120862737302,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CO,Colorado,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,11,10.833333333333334,125.0,data_value,12 month-ending,100,0.0229679724384331,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,69,68.83333333333333,762.0,data_value,12 month-ending,100,0.0253076460725697,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,12,12.333333333333334,173.0,data_value,12 month-ending,100,0.0322893122376493,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DE,Delaware,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,9,9.0,284.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,41,41.41666666666667,357.0,data_value,12 month-ending,100,0.0701779009789817,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,5,4.666666666666666,93.0,data_value,12 month-ending,100,0.0033080816434549,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,123,123.08333333333331,1563.0,data_value,12 month-ending,100,0.0558020144527217,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
KY,Kentucky,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,63,62.91666666666666,776.0,data_value,12 month-ending,100,0.0165724110786568,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,128,127.75,1834.0,data_value,12 month-ending,100,0.250304537186911,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,138,138.08333333333331,1884.0,data_value,12 month-ending,100,0.0300396523410902,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,15,15.166666666666664,259.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MI,Michigan,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,128,127.91666666666667,,missing,12 month-ending,100,0.10048396357969,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MO,Missouri,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,73,73.41666666666667,,missing,12 month-ending,100,0.0213456935063351,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,106,106.08333333333333,1280.0,data_value,12 month-ending,100,0.326897646125364,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,12,11.75,375.0,data_value,12 month-ending,100,0.0161394448030988,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NJ,New Jersey,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,62,62.41666666666666,2001.0,data_value,12 month-ending,100,0.220430107526882,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,3,3.416666666666666,97.0,data_value,12 month-ending,100,0.114130434782609,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,4,4.0,79.0,data_value,12 month-ending,100,0.116211504938989,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,99,99.33333333333334,1314.0,data_value,12 month-ending,100,0.510609552570929,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,260,259.6666666666667,2871.0,data_value,12 month-ending,100,0.0128252400724626,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,9,8.666666666666668,66.0,data_value,12 month-ending,100,0.0350815646377828,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,12,11.75,97.0,data_value,12 month-ending,100,0.0497210098889564,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,20,20.0,221.0,data_value,12 month-ending,100,0.0958221540820238,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,44,43.75,460.0,data_value,12 month-ending,100,0.0687326904805224,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SD,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,0,0.0,16.0,data_value,12 month-ending,100,0.0245941957697983,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,79,78.66666666666667,794.0,data_value,12 month-ending,100,0.355420157400355,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,0,0.25,92.0,data_value,12 month-ending,100,0.126615668689,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,79,78.75,847.0,data_value,12 month-ending,100,0.0088140672513331,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,11,10.75,98.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,13,13.416666666666668,198.0,data_value,12 month-ending,100,0.119472213925541,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WI,Wisconsin,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,30,29.91666666666667,487.0,data_value,12 month-ending,100,0.160498665621559,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,43,42.66666666666667,603.0,data_value,12 month-ending,100,0.466220591409454,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WY,Wyoming,"Synthetic opioids, excl. methadone (T40.4)",2018-09-01,2018,9,SEP,1,1.1666666666666667,13.0,data_value,12 month-ending,100,0.0219250164437623,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
AK,Alaska,"Synthetic opioids, excl. methadone (T40.4)",2018-10-01,2018,10,OCT,5,5.083333333333334,18.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
